,diseases,symptons
8687,Varicose veins," cramps,  fatigue,  bruising,  swollen blood vessels,  prominent veins on calf,  swollen legs"
8688,Hypothyroidism," depression,  abnormal menstruation,  mood swings,  enlarged thyroid,  brittle nails,  irritability,  lethargy"
8689,Hypothyroidism," depression,  abnormal menstruation,  mood swings,  enlarged thyroid,  brittle nails,  irritability,  lethargy"
8690,Hypothyroidism," depression,  abnormal menstruation,  mood swings,  enlarged thyroid,  brittle nails,  irritability,  lethargy"
8691,Hypothyroidism," depression,  abnormal menstruation,  mood swings,  enlarged thyroid,  brittle nails,  irritability,  lethargy"
8692,Hyperthyroidism," weight loss,  irritability,  sweating,  fatigue,  muscle weakness,  excessive hunger"
8693,Hyperthyroidism," weight loss,  irritability,  sweating,  fatigue,  muscle weakness,  excessive hunger"
8694,Hyperthyroidism," weight loss,  irritability,  sweating,  fatigue,  muscle weakness,  excessive hunger"
8695,Hyperthyroidism," weight loss,  irritability,  sweating,  fatigue,  muscle weakness,  excessive hunger"
8696,Hypoglycemia," fatigue,  palpitations,  sweating,  slurred speech,  anxiety"
8697,Hypoglycemia," fatigue,  palpitations,  sweating,  slurred speech,  anxiety"
8698,Hypoglycemia," fatigue,  palpitations,  sweating,  slurred speech,  anxiety"
8699,Hypoglycemia," fatigue,  palpitations,  sweating,  slurred speech,  anxiety"
8700,Osteoarthristis," knee pain,  hip joint pain,  joint pain,  painful walking,  neck pain"
8701,Osteoarthristis," knee pain,  hip joint pain,  joint pain,  painful walking,  neck pain"
8702,Arthritis," muscle weakness,  swelling joints,  movement stiffness,  stiff neck"
8703,Arthritis," muscle weakness,  swelling joints,  movement stiffness,  stiff neck"
8704,(vertigo) Paroymsal  Positional Vertigo," spinning movements,  nausea,  unsteadiness,  headache,  vomiting"
8705,(vertigo) Paroymsal  Positional Vertigo," spinning movements,  nausea,  unsteadiness,  headache,  vomiting"
8706,Acne," scurring,  blackheads,  pus filled pimples,  skin rash"
8707,Urinary tract infection," burning micturition,  bladder discomfort,  continuous feel of urine,  foul smell of urine"
8708,Psoriasis," joint pain,  skin peeling,  small dents in nails,  skin rash"
8709,Psoriasis," joint pain,  skin peeling,  small dents in nails,  skin rash"
8710,Impetigo," red sore around nose,  high fever,  yellow crust ooze,  skin rash"
8711,Impetigo," red sore around nose,  high fever,  yellow crust ooze,  skin rash"
8712,Fungal infection," dischromic  patches,  nodal skin eruptions,  skin rash, itching"
8713,Allergy," chills,  watering from eyes,  shivering,  continuous sneezing"
8714,GERD," vomiting,  acidity,  ulcers on tongue,  cough,  stomach pain,  chest pain"
8715,GERD," vomiting,  acidity,  ulcers on tongue,  cough,  stomach pain,  chest pain"
8716,Chronic cholestasis," abdominal pain,  yellowish skin,  vomiting, itching,  loss of appetite"
8717,Chronic cholestasis," abdominal pain,  yellowish skin,  vomiting, itching,  loss of appetite"
8718,Drug Reaction," spotting  urination,  burning micturition, itching,  stomach pain,  skin rash"
8719,Drug Reaction," spotting  urination,  burning micturition, itching,  stomach pain,  skin rash"
8720,Peptic ulcer diseae," abdominal pain,  loss of appetite,  indigestion,  internal itching"
8721,Peptic ulcer diseae," abdominal pain,  loss of appetite,  indigestion,  internal itching"
8722,AIDS," muscle wasting,  extra marital contacts,  high fever,  patches in throat"
8723,Diabetes ," weight loss,  excessive hunger,  lethargy,  polyuria,  irregular sugar level,  fatigue"
8724,Diabetes ," weight loss,  excessive hunger,  lethargy,  polyuria,  irregular sugar level,  fatigue"
8725,Diabetes ," weight loss,  excessive hunger,  lethargy,  polyuria,  irregular sugar level,  fatigue"
8726,Diabetes ," weight loss,  excessive hunger,  lethargy,  polyuria,  irregular sugar level,  fatigue"
8727,Gastroenteritis," diarrhoea,  dehydration,  sunken eyes,  vomiting"
8728,Bronchial Asthma," mucoid sputum,  high fever,  breathlessness,  cough,  fatigue,  family history"
8729,Bronchial Asthma," mucoid sputum,  high fever,  breathlessness,  cough,  fatigue,  family history"
8730,Hypertension ," loss of balance,  headache,  chest pain,  dizziness,  lack of concentration"
8731,Hypertension ," loss of balance,  headache,  chest pain,  dizziness,  lack of concentration"
8732,Migraine," stiff neck,  headache,  acidity,  visual disturbances"
8733,Migraine," stiff neck,  headache,  acidity,  visual disturbances"
8734,Migraine," stiff neck,  headache,  acidity,  visual disturbances"
8735,Migraine," stiff neck,  headache,  acidity,  visual disturbances"
8736,Cervical spondylosis," dizziness,  weakness in limbs,  back pain,  neck pain,  loss of balance"
8737,Cervical spondylosis," dizziness,  weakness in limbs,  back pain,  neck pain,  loss of balance"
8738,Paralysis (brain hemorrhage)," vomiting,  headache,  altered sensorium,  weakness of one body side"
8739,Jaundice," vomiting, itching,  dark urine,  fatigue"
8740,Jaundice," vomiting, itching,  dark urine,  fatigue"
8741,Malaria," diarrhoea,  chills,  nausea,  sweating,  high fever"
8742,Malaria," diarrhoea,  chills,  nausea,  sweating,  high fever"
8743,Chicken pox," skin rash,  fatigue,  malaise,  mild fever,  lethargy,  loss of appetite"
8744,Chicken pox," skin rash,  fatigue,  malaise,  mild fever,  lethargy,  loss of appetite"
8745,Chicken pox," skin rash,  fatigue,  malaise,  mild fever,  lethargy,  loss of appetite"
8746,Chicken pox," skin rash,  fatigue,  malaise,  mild fever,  lethargy,  loss of appetite"
8747,Dengue," malaise,  chills,  skin rash,  loss of appetite"
8748,Dengue," malaise,  chills,  skin rash,  loss of appetite"
8749,Dengue," malaise,  chills,  skin rash,  loss of appetite"
8750,Dengue," malaise,  chills,  skin rash,  loss of appetite"
8751,Typhoid," belly pain,  diarrhoea,  abdominal pain,  vomiting,  nausea"
8752,Typhoid," belly pain,  diarrhoea,  abdominal pain,  vomiting,  nausea"
8753,Typhoid," belly pain,  diarrhoea,  abdominal pain,  vomiting,  nausea"
8754,Typhoid," belly pain,  diarrhoea,  abdominal pain,  vomiting,  nausea"
8755,hepatitis A," vomiting,  yellowish skin,  mild fever,  joint pain,  diarrhoea,  loss of appetite,  yellowing of eyes"
8756,hepatitis A," vomiting,  yellowish skin,  mild fever,  joint pain,  diarrhoea,  loss of appetite,  yellowing of eyes"
8757,hepatitis A," vomiting,  yellowish skin,  mild fever,  joint pain,  diarrhoea,  loss of appetite,  yellowing of eyes"
8758,hepatitis A," vomiting,  yellowish skin,  mild fever,  joint pain,  diarrhoea,  loss of appetite,  yellowing of eyes"
8759,Hepatitis B," yellowish skin,  yellowing of eyes,  yellow urine,  receiving unsterile injections"
8760,Hepatitis B," yellowish skin,  yellowing of eyes,  yellow urine,  receiving unsterile injections"
8761,Hepatitis B," yellowish skin,  yellowing of eyes,  yellow urine,  receiving unsterile injections"
8762,Hepatitis B," yellowish skin,  yellowing of eyes,  yellow urine,  receiving unsterile injections"
8763,Hepatitis C," family history,  yellowing of eyes,  yellowish skin,  nausea,  fatigue"
8764,Hepatitis C," family history,  yellowing of eyes,  yellowish skin,  nausea,  fatigue"
8765,Hepatitis D," fatigue,  yellowish skin,  yellowing of eyes,  loss of appetite,  dark urine,  joint pain"
8766,Hepatitis D," fatigue,  yellowish skin,  yellowing of eyes,  loss of appetite,  dark urine,  joint pain"
8767,Hepatitis D," fatigue,  yellowish skin,  yellowing of eyes,  loss of appetite,  dark urine,  joint pain"
8768,Hepatitis D," fatigue,  yellowish skin,  yellowing of eyes,  loss of appetite,  dark urine,  joint pain"
8769,Hepatitis E," high fever,  abdominal pain,  yellowing of eyes,  yellowish skin,  nausea,  vomiting"
8770,Hepatitis E," high fever,  abdominal pain,  yellowing of eyes,  yellowish skin,  nausea,  vomiting"
8771,Hepatitis E," high fever,  abdominal pain,  yellowing of eyes,  yellowish skin,  nausea,  vomiting"
8772,Hepatitis E," high fever,  abdominal pain,  yellowing of eyes,  yellowish skin,  nausea,  vomiting"
8773,Alcoholic hepatitis," yellowish skin,  distention of abdomen,  history of alcohol consumption,  vomiting,  abdominal pain"
8774,Alcoholic hepatitis," yellowish skin,  distention of abdomen,  history of alcohol consumption,  vomiting,  abdominal pain"
8775,Tuberculosis," phlegm,  chest pain,  yellowing of eyes,  fatigue"
8776,Tuberculosis," phlegm,  chest pain,  yellowing of eyes,  fatigue"
8777,Tuberculosis," phlegm,  chest pain,  yellowing of eyes,  fatigue"
8778,Tuberculosis," phlegm,  chest pain,  yellowing of eyes,  fatigue"
8779,Tuberculosis," phlegm,  chest pain,  yellowing of eyes,  fatigue"
8780,Common Cold," loss of smell,  sinus pressure,  throat irritation,  phlegm"
8781,Common Cold," loss of smell,  sinus pressure,  throat irritation,  phlegm"
8782,Common Cold," loss of smell,  sinus pressure,  throat irritation,  phlegm"
8783,Common Cold," loss of smell,  sinus pressure,  throat irritation,  phlegm"
8784,Common Cold," loss of smell,  sinus pressure,  throat irritation,  phlegm"
8785,Pneumonia," malaise,  fatigue,  high fever,  fast heart rate,  phlegm,  breathlessness"
8786,Pneumonia," malaise,  fatigue,  high fever,  fast heart rate,  phlegm,  breathlessness"
8787,Pneumonia," malaise,  fatigue,  high fever,  fast heart rate,  phlegm,  breathlessness"
8788,Pneumonia," malaise,  fatigue,  high fever,  fast heart rate,  phlegm,  breathlessness"
8789,Dimorphic hemmorhoids(piles)," pain in anal region,  constipation,  bloody stool,  pain during bowel movements,  irritation in anus"
8790,Dimorphic hemmorhoids(piles)," pain in anal region,  constipation,  bloody stool,  pain during bowel movements,  irritation in anus"
8791,Heart attack," chest pain,  sweating,  vomiting,  breathlessness"
8792,Varicose veins," swollen blood vessels,  fatigue,  swollen legs,  bruising,  prominent veins on calf,  cramps"
8793,Varicose veins," swollen blood vessels,  fatigue,  swollen legs,  bruising,  prominent veins on calf,  cramps"
8794,Hypothyroidism," depression,  dizziness,  cold hands and feets,  brittle nails"
8795,Hypothyroidism," depression,  dizziness,  cold hands and feets,  brittle nails"
8796,Hypothyroidism," depression,  dizziness,  cold hands and feets,  brittle nails"
8797,Hypothyroidism," depression,  dizziness,  cold hands and feets,  brittle nails"
8798,Hyperthyroidism," sweating,  abnormal menstruation,  irritability,  weight loss,  fatigue"
8799,Hyperthyroidism," sweating,  abnormal menstruation,  irritability,  weight loss,  fatigue"
8800,Hyperthyroidism," sweating,  abnormal menstruation,  irritability,  weight loss,  fatigue"
8801,Hyperthyroidism," sweating,  abnormal menstruation,  irritability,  weight loss,  fatigue"
8802,Hypoglycemia," fatigue,  headache,  vomiting,  irritability"
8803,Hypoglycemia," fatigue,  headache,  vomiting,  irritability"
8804,Hypoglycemia," fatigue,  headache,  vomiting,  irritability"
8805,Hypoglycemia," fatigue,  headache,  vomiting,  irritability"
8806,Osteoarthristis," joint pain,  neck pain,  swelling joints,  knee pain"
8807,Osteoarthristis," joint pain,  neck pain,  swelling joints,  knee pain"
8808,Arthritis," painful walking,  movement stiffness,  swelling joints,  stiff neck,  muscle weakness"
8809,Arthritis," painful walking,  movement stiffness,  swelling joints,  stiff neck,  muscle weakness"
8810,(vertigo) Paroymsal  Positional Vertigo," spinning movements,  vomiting,  nausea,  loss of balance,  headache,  unsteadiness"
8811,(vertigo) Paroymsal  Positional Vertigo," spinning movements,  vomiting,  nausea,  loss of balance,  headache,  unsteadiness"
8812,Acne," blackheads,  skin rash,  scurring,  pus filled pimples"
8813,Urinary tract infection," bladder discomfort,  foul smell of urine,  continuous feel of urine,  burning micturition"
8814,Psoriasis," skin rash,  joint pain,  small dents in nails,  skin peeling,  silver like dusting,  inflammatory nails"
8815,Psoriasis," skin rash,  joint pain,  small dents in nails,  skin peeling,  silver like dusting,  inflammatory nails"
8816,Impetigo," high fever,  yellow crust ooze,  red sore around nose,  skin rash,  blister"
8817,Impetigo," high fever,  yellow crust ooze,  red sore around nose,  skin rash,  blister"
8818,Fungal infection,"itching,  dischromic  patches,  skin rash,  nodal skin eruptions"
8819,Allergy," chills,  watering from eyes,  shivering,  continuous sneezing"
8820,GERD," vomiting,  acidity,  stomach pain,  chest pain,  ulcers on tongue,  cough"
8821,GERD," vomiting,  acidity,  stomach pain,  chest pain,  ulcers on tongue,  cough"
8822,Chronic cholestasis," vomiting,  abdominal pain,  yellowish skin,  nausea"
8823,Chronic cholestasis," vomiting,  abdominal pain,  yellowish skin,  nausea"
8824,Drug Reaction," burning micturition, itching,  spotting  urination,  skin rash,  stomach pain"
8825,Drug Reaction," burning micturition, itching,  spotting  urination,  skin rash,  stomach pain"
8826,Peptic ulcer diseae," passage of gases,  vomiting,  abdominal pain,  loss of appetite,  internal itching"
8827,Peptic ulcer diseae," passage of gases,  vomiting,  abdominal pain,  loss of appetite,  internal itching"
8828,AIDS," muscle wasting,  high fever,  extra marital contacts,  patches in throat"
8829,Diabetes ," polyuria,  weight loss,  fatigue,  irregular sugar level,  obesity,  restlessness,  excessive hunger"
8830,Diabetes ," polyuria,  weight loss,  fatigue,  irregular sugar level,  obesity,  restlessness,  excessive hunger"
8831,Diabetes ," polyuria,  weight loss,  fatigue,  irregular sugar level,  obesity,  restlessness,  excessive hunger"
8832,Diabetes ," polyuria,  weight loss,  fatigue,  irregular sugar level,  obesity,  restlessness,  excessive hunger"
8833,Gastroenteritis," sunken eyes,  vomiting,  diarrhoea,  dehydration"
8834,Bronchial Asthma," cough,  mucoid sputum,  high fever,  family history,  breathlessness,  fatigue"
8835,Bronchial Asthma," cough,  mucoid sputum,  high fever,  family history,  breathlessness,  fatigue"
8836,Hypertension ," loss of balance,  chest pain,  lack of concentration,  headache,  dizziness"
8837,Hypertension ," loss of balance,  chest pain,  lack of concentration,  headache,  dizziness"
8838,Migraine," headache,  indigestion,  visual disturbances,  blurred and distorted vision"
8839,Migraine," headache,  indigestion,  visual disturbances,  blurred and distorted vision"
8840,Migraine," headache,  indigestion,  visual disturbances,  blurred and distorted vision"
8841,Migraine," headache,  indigestion,  visual disturbances,  blurred and distorted vision"
8842,Cervical spondylosis," dizziness,  back pain,  loss of balance,  weakness in limbs,  neck pain"
8843,Cervical spondylosis," dizziness,  back pain,  loss of balance,  weakness in limbs,  neck pain"
8844,Paralysis (brain hemorrhage)," vomiting,  headache,  altered sensorium,  weakness of one body side"
8845,Jaundice," vomiting,  high fever,  fatigue,  weight loss"
8846,Jaundice," vomiting,  high fever,  fatigue,  weight loss"
8847,Malaria," diarrhoea,  chills,  high fever,  sweating"
8848,Malaria," diarrhoea,  chills,  high fever,  sweating"
8849,Chicken pox," malaise,  headache,  loss of appetite,  swelled lymph nodes"
8850,Chicken pox," malaise,  headache,  loss of appetite,  swelled lymph nodes"
8851,Chicken pox," malaise,  headache,  loss of appetite,  swelled lymph nodes"
8852,Chicken pox," malaise,  headache,  loss of appetite,  swelled lymph nodes"
8853,Dengue," chills,  muscle pain,  pain behind the eyes,  back pain"
8854,Dengue," chills,  muscle pain,  pain behind the eyes,  back pain"
8855,Dengue," chills,  muscle pain,  pain behind the eyes,  back pain"
8856,Dengue," chills,  muscle pain,  pain behind the eyes,  back pain"
8857,Typhoid," vomiting,  toxic look (typhos),  high fever,  nausea"
8858,Typhoid," vomiting,  toxic look (typhos),  high fever,  nausea"
8859,Typhoid," vomiting,  toxic look (typhos),  high fever,  nausea"
8860,Typhoid," vomiting,  toxic look (typhos),  high fever,  nausea"
8861,hepatitis A," vomiting,  yellowing of eyes,  yellowish skin,  nausea,  diarrhoea,  abdominal pain,  dark urine"
8862,hepatitis A," vomiting,  yellowing of eyes,  yellowish skin,  nausea,  diarrhoea,  abdominal pain,  dark urine"
8863,hepatitis A," vomiting,  yellowing of eyes,  yellowish skin,  nausea,  diarrhoea,  abdominal pain,  dark urine"
8864,hepatitis A," vomiting,  yellowing of eyes,  yellowish skin,  nausea,  diarrhoea,  abdominal pain,  dark urine"
8865,Hepatitis B," yellowing of eyes,  abdominal pain, itching,  lethargy,  malaise"
8866,Hepatitis B," yellowing of eyes,  abdominal pain, itching,  lethargy,  malaise"
8867,Hepatitis B," yellowing of eyes,  abdominal pain, itching,  lethargy,  malaise"
8868,Hepatitis B," yellowing of eyes,  abdominal pain, itching,  lethargy,  malaise"
8869,Hepatitis C," yellowish skin,  yellowing of eyes,  fatigue,  family history,  loss of appetite,  nausea"
8870,Hepatitis C," yellowish skin,  yellowing of eyes,  fatigue,  family history,  loss of appetite,  nausea"
8871,Hepatitis D," loss of appetite,  joint pain,  dark urine,  fatigue,  nausea,  vomiting"
8872,Hepatitis D," loss of appetite,  joint pain,  dark urine,  fatigue,  nausea,  vomiting"
8873,Hepatitis D," loss of appetite,  joint pain,  dark urine,  fatigue,  nausea,  vomiting"
8874,Hepatitis D," loss of appetite,  joint pain,  dark urine,  fatigue,  nausea,  vomiting"
8875,Hepatitis E," nausea,  yellowish skin,  coma,  fatigue,  joint pain,  yellowing of eyes,  stomach bleeding"
8876,Hepatitis E," nausea,  yellowish skin,  coma,  fatigue,  joint pain,  yellowing of eyes,  stomach bleeding"
8877,Hepatitis E," nausea,  yellowish skin,  coma,  fatigue,  joint pain,  yellowing of eyes,  stomach bleeding"
8878,Hepatitis E," nausea,  yellowish skin,  coma,  fatigue,  joint pain,  yellowing of eyes,  stomach bleeding"
8879,Alcoholic hepatitis," swelling of stomach,  yellowish skin,  distention of abdomen,  abdominal pain"
8880,Alcoholic hepatitis," swelling of stomach,  yellowish skin,  distention of abdomen,  abdominal pain"
8881,Tuberculosis," chest pain,  fatigue,  phlegm,  blood in sputum"
8882,Tuberculosis," chest pain,  fatigue,  phlegm,  blood in sputum"
8883,Tuberculosis," chest pain,  fatigue,  phlegm,  blood in sputum"
8884,Tuberculosis," chest pain,  fatigue,  phlegm,  blood in sputum"
8885,Tuberculosis," chest pain,  fatigue,  phlegm,  blood in sputum"
8886,Common Cold," swelled lymph nodes,  chest pain,  cough,  throat irritation"
8887,Common Cold," swelled lymph nodes,  chest pain,  cough,  throat irritation"
8888,Common Cold," swelled lymph nodes,  chest pain,  cough,  throat irritation"
8889,Common Cold," swelled lymph nodes,  chest pain,  cough,  throat irritation"
8890,Common Cold," swelled lymph nodes,  chest pain,  cough,  throat irritation"
8891,Pneumonia," chills,  cough,  sweating,  phlegm,  breathlessness"
8892,Pneumonia," chills,  cough,  sweating,  phlegm,  breathlessness"
8893,Pneumonia," chills,  cough,  sweating,  phlegm,  breathlessness"
8894,Pneumonia," chills,  cough,  sweating,  phlegm,  breathlessness"
8895,Dimorphic hemmorhoids(piles)," pain in anal region,  bloody stool,  irritation in anus,  pain during bowel movements,  constipation"
8896,Dimorphic hemmorhoids(piles)," pain in anal region,  bloody stool,  irritation in anus,  pain during bowel movements,  constipation"
8897,Heart attack," vomiting,  breathlessness,  sweating,  chest pain"
8898,Varicose veins," fatigue,  prominent veins on calf,  swollen blood vessels,  cramps,  swollen legs"
8899,Varicose veins," fatigue,  prominent veins on calf,  swollen blood vessels,  cramps,  swollen legs"
8900,Hypothyroidism," dizziness,  fatigue,  abnormal menstruation,  depression,  mood swings,  brittle nails,  weight gain"
8901,Hypothyroidism," dizziness,  fatigue,  abnormal menstruation,  depression,  mood swings,  brittle nails,  weight gain"
8902,Hypothyroidism," dizziness,  fatigue,  abnormal menstruation,  depression,  mood swings,  brittle nails,  weight gain"
8903,Hypothyroidism," dizziness,  fatigue,  abnormal menstruation,  depression,  mood swings,  brittle nails,  weight gain"
8904,Hyperthyroidism," irritability,  muscle weakness,  abnormal menstruation,  diarrhoea,  mood swings"
8905,Hyperthyroidism," irritability,  muscle weakness,  abnormal menstruation,  diarrhoea,  mood swings"
8906,Hyperthyroidism," irritability,  muscle weakness,  abnormal menstruation,  diarrhoea,  mood swings"
8907,Hyperthyroidism," irritability,  muscle weakness,  abnormal menstruation,  diarrhoea,  mood swings"
8908,Hypoglycemia," palpitations,  irritability,  headache,  excessive hunger"
8909,Hypoglycemia," palpitations,  irritability,  headache,  excessive hunger"
8910,Hypoglycemia," palpitations,  irritability,  headache,  excessive hunger"
8911,Hypoglycemia," palpitations,  irritability,  headache,  excessive hunger"
8912,Osteoarthristis," hip joint pain,  knee pain,  neck pain,  swelling joints"
8913,Osteoarthristis," hip joint pain,  knee pain,  neck pain,  swelling joints"
8914,Arthritis," muscle weakness,  swelling joints,  stiff neck,  movement stiffness"
8915,Arthritis," muscle weakness,  swelling joints,  stiff neck,  movement stiffness"
8916,(vertigo) Paroymsal  Positional Vertigo," spinning movements,  nausea,  loss of balance,  unsteadiness"
8917,(vertigo) Paroymsal  Positional Vertigo," spinning movements,  nausea,  loss of balance,  unsteadiness"
8918,Acne," pus filled pimples,  scurring,  skin rash,  blackheads"
8919,Urinary tract infection," foul smell of urine,  continuous feel of urine,  bladder discomfort,  burning micturition"
8920,Psoriasis," joint pain,  skin peeling,  small dents in nails,  inflammatory nails,  silver like dusting,  skin rash"
8921,Psoriasis," joint pain,  skin peeling,  small dents in nails,  inflammatory nails,  silver like dusting,  skin rash"
8922,Impetigo," skin rash,  blister,  yellow crust ooze,  high fever,  red sore around nose"
8923,Impetigo," skin rash,  blister,  yellow crust ooze,  high fever,  red sore around nose"
8924,Fungal infection," skin rash,  nodal skin eruptions,  dischromic  patches, itching"
8925,Allergy," chills,  watering from eyes,  shivering,  continuous sneezing"
8926,GERD," acidity,  stomach pain,  ulcers on tongue,  chest pain"
8927,GERD," acidity,  stomach pain,  ulcers on tongue,  chest pain"
8928,Chronic cholestasis," nausea,  yellowish skin,  abdominal pain,  loss of appetite, itching,  yellowing of eyes,  vomiting"
8929,Chronic cholestasis," nausea,  yellowish skin,  abdominal pain,  loss of appetite, itching,  yellowing of eyes,  vomiting"
8930,Drug Reaction," stomach pain,  burning micturition,  skin rash,  spotting  urination"
8931,Drug Reaction," stomach pain,  burning micturition,  skin rash,  spotting  urination"
8932,Peptic ulcer diseae," passage of gases,  vomiting,  indigestion,  loss of appetite,  abdominal pain"
8933,Peptic ulcer diseae," passage of gases,  vomiting,  indigestion,  loss of appetite,  abdominal pain"
8934,AIDS," extra marital contacts,  high fever,  patches in throat,  muscle wasting"
8935,Diabetes ," polyuria,  weight loss,  blurred and distorted vision,  increased appetite,  lethargy"
8936,Diabetes ," polyuria,  weight loss,  blurred and distorted vision,  increased appetite,  lethargy"
8937,Diabetes ," polyuria,  weight loss,  blurred and distorted vision,  increased appetite,  lethargy"
8938,Diabetes ," polyuria,  weight loss,  blurred and distorted vision,  increased appetite,  lethargy"
8939,Gastroenteritis," vomiting,  dehydration,  diarrhoea,  sunken eyes"
8940,Bronchial Asthma," family history,  fatigue,  cough,  mucoid sputum,  high fever"
8941,Bronchial Asthma," family history,  fatigue,  cough,  mucoid sputum,  high fever"
8942,Hypertension ," loss of balance,  lack of concentration,  dizziness,  chest pain,  headache"
8943,Hypertension ," loss of balance,  lack of concentration,  dizziness,  chest pain,  headache"
8944,Migraine," acidity,  depression,  irritability,  headache"
8945,Migraine," acidity,  depression,  irritability,  headache"
8946,Migraine," acidity,  depression,  irritability,  headache"
8947,Migraine," acidity,  depression,  irritability,  headache"
8948,Cervical spondylosis," back pain,  weakness in limbs,  neck pain,  loss of balance,  dizziness"
8949,Cervical spondylosis," back pain,  weakness in limbs,  neck pain,  loss of balance,  dizziness"
8950,Paralysis (brain hemorrhage)," vomiting,  altered sensorium,  weakness of one body side,  headache"
8951,Jaundice," vomiting,  dark urine,  yellowish skin,  high fever,  weight loss"
8952,Jaundice," vomiting,  dark urine,  yellowish skin,  high fever,  weight loss"
8953,Malaria," muscle pain,  nausea,  sweating,  headache"
8954,Malaria," muscle pain,  nausea,  sweating,  headache"
8955,Chicken pox," loss of appetite,  mild fever,  red spots over body,  lethargy,  high fever,  malaise"
8956,Chicken pox," loss of appetite,  mild fever,  red spots over body,  lethargy,  high fever,  malaise"
8957,Chicken pox," loss of appetite,  mild fever,  red spots over body,  lethargy,  high fever,  malaise"
8958,Chicken pox," loss of appetite,  mild fever,  red spots over body,  lethargy,  high fever,  malaise"
8959,Dengue," chills,  pain behind the eyes,  back pain,  fatigue,  loss of appetite,  joint pain"
8960,Dengue," chills,  pain behind the eyes,  back pain,  fatigue,  loss of appetite,  joint pain"
8961,Dengue," chills,  pain behind the eyes,  back pain,  fatigue,  loss of appetite,  joint pain"
8962,Dengue," chills,  pain behind the eyes,  back pain,  fatigue,  loss of appetite,  joint pain"
8963,Typhoid," abdominal pain,  toxic look (typhos),  high fever,  vomiting,  constipation"
8964,Typhoid," abdominal pain,  toxic look (typhos),  high fever,  vomiting,  constipation"
8965,Typhoid," abdominal pain,  toxic look (typhos),  high fever,  vomiting,  constipation"
8966,Typhoid," abdominal pain,  toxic look (typhos),  high fever,  vomiting,  constipation"
8967,hepatitis A," loss of appetite,  mild fever,  nausea,  vomiting"
8968,hepatitis A," loss of appetite,  mild fever,  nausea,  vomiting"
8969,hepatitis A," loss of appetite,  mild fever,  nausea,  vomiting"
8970,hepatitis A," loss of appetite,  mild fever,  nausea,  vomiting"
8971,Hepatitis B," yellowish skin,  yellow urine,  receiving blood transfusion,  malaise,  fatigue,  loss of appetite, itching"
8972,Hepatitis B," yellowish skin,  yellow urine,  receiving blood transfusion,  malaise,  fatigue,  loss of appetite, itching"
8973,Hepatitis B," yellowish skin,  yellow urine,  receiving blood transfusion,  malaise,  fatigue,  loss of appetite, itching"
8974,Hepatitis B," yellowish skin,  yellow urine,  receiving blood transfusion,  malaise,  fatigue,  loss of appetite, itching"
8975,Hepatitis C," yellowish skin,  yellowing of eyes,  nausea,  family history,  loss of appetite"
8976,Hepatitis C," yellowish skin,  yellowing of eyes,  nausea,  family history,  loss of appetite"
8977,Hepatitis D," loss of appetite,  dark urine,  abdominal pain,  vomiting,  yellowish skin"
8978,Hepatitis D," loss of appetite,  dark urine,  abdominal pain,  vomiting,  yellowish skin"
8979,Hepatitis D," loss of appetite,  dark urine,  abdominal pain,  vomiting,  yellowish skin"
8980,Hepatitis D," loss of appetite,  dark urine,  abdominal pain,  vomiting,  yellowish skin"
8981,Hepatitis E," high fever,  abdominal pain,  nausea,  joint pain,  vomiting,  loss of appetite"
8982,Hepatitis E," high fever,  abdominal pain,  nausea,  joint pain,  vomiting,  loss of appetite"
8983,Hepatitis E," high fever,  abdominal pain,  nausea,  joint pain,  vomiting,  loss of appetite"
8984,Hepatitis E," high fever,  abdominal pain,  nausea,  joint pain,  vomiting,  loss of appetite"
8985,Alcoholic hepatitis," history of alcohol consumption,  swelling of stomach,  fluid overload,  yellowish skin,  abdominal pain,  distention of abdomen,  vomiting"
8986,Alcoholic hepatitis," history of alcohol consumption,  swelling of stomach,  fluid overload,  yellowish skin,  abdominal pain,  distention of abdomen,  vomiting"
8987,Tuberculosis," cough,  loss of appetite,  blood in sputum,  breathlessness,  phlegm"
8988,Tuberculosis," cough,  loss of appetite,  blood in sputum,  breathlessness,  phlegm"
8989,Tuberculosis," cough,  loss of appetite,  blood in sputum,  breathlessness,  phlegm"
8990,Tuberculosis," cough,  loss of appetite,  blood in sputum,  breathlessness,  phlegm"
8991,Tuberculosis," cough,  loss of appetite,  blood in sputum,  breathlessness,  phlegm"
8992,Common Cold," malaise,  fatigue,  chills,  redness of eyes,  high fever"
8993,Common Cold," malaise,  fatigue,  chills,  redness of eyes,  high fever"
8994,Common Cold," malaise,  fatigue,  chills,  redness of eyes,  high fever"
8995,Common Cold," malaise,  fatigue,  chills,  redness of eyes,  high fever"
8996,Common Cold," malaise,  fatigue,  chills,  redness of eyes,  high fever"
8997,Pneumonia," chills,  fast heart rate,  chest pain,  phlegm,  rusty sputum,  breathlessness,  fatigue"
8998,Pneumonia," chills,  fast heart rate,  chest pain,  phlegm,  rusty sputum,  breathlessness,  fatigue"
8999,Pneumonia," chills,  fast heart rate,  chest pain,  phlegm,  rusty sputum,  breathlessness,  fatigue"
9000,Pneumonia," chills,  fast heart rate,  chest pain,  phlegm,  rusty sputum,  breathlessness,  fatigue"
9001,Dimorphic hemmorhoids(piles)," pain in anal region,  pain during bowel movements,  bloody stool,  irritation in anus,  constipation"
