diseases,symptons
Migraine," irritability,  excessive hunger,  stiff neck,  blurred and distorted vision,  acidity"
Migraine," irritability,  excessive hunger,  stiff neck,  blurred and distorted vision,  acidity"
Cervical spondylosis," dizziness,  neck pain,  weakness in limbs,  back pain,  loss of balance"
Cervical spondylosis," dizziness,  neck pain,  weakness in limbs,  back pain,  loss of balance"
Paralysis (brain hemorrhage)," weakness of one body side,  altered sensorium,  vomiting,  headache"
Jaundice," dark urine,  vomiting,  abdominal pain,  high fever,  fatigue"
Jaundice," dark urine,  vomiting,  abdominal pain,  high fever,  fatigue"
Malaria," sweating,  high fever,  muscle pain,  chills,  diarrhoea"
Malaria," sweating,  high fever,  muscle pain,  chills,  diarrhoea"
Chicken pox," lethargy,  fatigue,  malaise,  loss of appetite,  swelled lymph nodes,  headache"
Chicken pox," lethargy,  fatigue,  malaise,  loss of appetite,  swelled lymph nodes,  headache"
Chicken pox," lethargy,  fatigue,  malaise,  loss of appetite,  swelled lymph nodes,  headache"
Chicken pox," lethargy,  fatigue,  malaise,  loss of appetite,  swelled lymph nodes,  headache"
Dengue," malaise,  vomiting,  fatigue,  back pain,  skin rash,  loss of appetite"
Dengue," malaise,  vomiting,  fatigue,  back pain,  skin rash,  loss of appetite"
Dengue," malaise,  vomiting,  fatigue,  back pain,  skin rash,  loss of appetite"
Dengue," malaise,  vomiting,  fatigue,  back pain,  skin rash,  loss of appetite"
Typhoid," abdominal pain,  nausea,  high fever,  toxic look (typhos),  belly pain,  chills"
Typhoid," abdominal pain,  nausea,  high fever,  toxic look (typhos),  belly pain,  chills"
Typhoid," abdominal pain,  nausea,  high fever,  toxic look (typhos),  belly pain,  chills"
Typhoid," abdominal pain,  nausea,  high fever,  toxic look (typhos),  belly pain,  chills"
hepatitis A," dark urine,  nausea,  yellowing of eyes,  yellowish skin,  muscle pain,  diarrhoea,  abdominal pain"
hepatitis A," dark urine,  nausea,  yellowing of eyes,  yellowish skin,  muscle pain,  diarrhoea,  abdominal pain"
hepatitis A," dark urine,  nausea,  yellowing of eyes,  yellowish skin,  muscle pain,  diarrhoea,  abdominal pain"
hepatitis A," dark urine,  nausea,  yellowing of eyes,  yellowish skin,  muscle pain,  diarrhoea,  abdominal pain"
Hepatitis B," abdominal pain,  lethargy,  fatigue,  receiving blood transfusion,  receiving unsterile injections,  dark urine"
Hepatitis B," abdominal pain,  lethargy,  fatigue,  receiving blood transfusion,  receiving unsterile injections,  dark urine"
Hepatitis B," abdominal pain,  lethargy,  fatigue,  receiving blood transfusion,  receiving unsterile injections,  dark urine"
Hepatitis B," abdominal pain,  lethargy,  fatigue,  receiving blood transfusion,  receiving unsterile injections,  dark urine"
Hepatitis C," yellowish skin,  family history,  loss of appetite,  fatigue"
Hepatitis C," yellowish skin,  family history,  loss of appetite,  fatigue"
Hepatitis D," nausea,  yellowish skin,  fatigue,  loss of appetite,  abdominal pain"
Hepatitis D," nausea,  yellowish skin,  fatigue,  loss of appetite,  abdominal pain"
Hepatitis D," nausea,  yellowish skin,  fatigue,  loss of appetite,  abdominal pain"
Hepatitis D," nausea,  yellowish skin,  fatigue,  loss of appetite,  abdominal pain"
Hepatitis E," stomach bleeding,  yellowing of eyes,  loss of appetite,  acute liver failure,  nausea"
Hepatitis E," stomach bleeding,  yellowing of eyes,  loss of appetite,  acute liver failure,  nausea"
Hepatitis E," stomach bleeding,  yellowing of eyes,  loss of appetite,  acute liver failure,  nausea"
Hepatitis E," stomach bleeding,  yellowing of eyes,  loss of appetite,  acute liver failure,  nausea"
Alcoholic hepatitis," distention of abdomen,  fluid overload,  vomiting,  abdominal pain,  swelling of stomach,  history of alcohol consumption,  yellowish skin"
Alcoholic hepatitis," distention of abdomen,  fluid overload,  vomiting,  abdominal pain,  swelling of stomach,  history of alcohol consumption,  yellowish skin"
Tuberculosis," malaise,  yellowing of eyes,  cough,  sweating,  chills,  fatigue,  mild fever"
Tuberculosis," malaise,  yellowing of eyes,  cough,  sweating,  chills,  fatigue,  mild fever"
Tuberculosis," malaise,  yellowing of eyes,  cough,  sweating,  chills,  fatigue,  mild fever"
Tuberculosis," malaise,  yellowing of eyes,  cough,  sweating,  chills,  fatigue,  mild fever"
Tuberculosis," malaise,  yellowing of eyes,  cough,  sweating,  chills,  fatigue,  mild fever"
Common Cold," redness of eyes,  runny nose,  loss of smell,  high fever,  cough"
Common Cold," redness of eyes,  runny nose,  loss of smell,  high fever,  cough"
Common Cold," redness of eyes,  runny nose,  loss of smell,  high fever,  cough"
Common Cold," redness of eyes,  runny nose,  loss of smell,  high fever,  cough"
Common Cold," redness of eyes,  runny nose,  loss of smell,  high fever,  cough"
Pneumonia," chills,  breathlessness,  phlegm,  cough"
Pneumonia," chills,  breathlessness,  phlegm,  cough"
Pneumonia," chills,  breathlessness,  phlegm,  cough"
Pneumonia," chills,  breathlessness,  phlegm,  cough"
Dimorphic hemmorhoids(piles)," bloody stool,  pain during bowel movements,  pain in anal region,  irritation in anus"
Dimorphic hemmorhoids(piles)," bloody stool,  pain during bowel movements,  pain in anal region,  irritation in anus"
Heart attack," chest pain,  breathlessness,  vomiting,  sweating"
Varicose veins," fatigue,  obesity,  swollen legs,  cramps,  prominent veins on calf,  swollen blood vessels,  bruising"
Varicose veins," fatigue,  obesity,  swollen legs,  cramps,  prominent veins on calf,  swollen blood vessels,  bruising"
Hypothyroidism," mood swings,  brittle nails,  dizziness,  enlarged thyroid,  weight gain,  lethargy"
Hypothyroidism," mood swings,  brittle nails,  dizziness,  enlarged thyroid,  weight gain,  lethargy"
Hypothyroidism," mood swings,  brittle nails,  dizziness,  enlarged thyroid,  weight gain,  lethargy"
Hypothyroidism," mood swings,  brittle nails,  dizziness,  enlarged thyroid,  weight gain,  lethargy"
Hyperthyroidism," sweating,  muscle weakness,  abnormal menstruation,  fatigue,  weight loss,  mood swings,  irritability"
Hyperthyroidism," sweating,  muscle weakness,  abnormal menstruation,  fatigue,  weight loss,  mood swings,  irritability"
Hyperthyroidism," sweating,  muscle weakness,  abnormal menstruation,  fatigue,  weight loss,  mood swings,  irritability"
Hyperthyroidism," sweating,  muscle weakness,  abnormal menstruation,  fatigue,  weight loss,  mood swings,  irritability"
Hypoglycemia," slurred speech,  fatigue,  blurred and distorted vision,  irritability"
Hypoglycemia," slurred speech,  fatigue,  blurred and distorted vision,  irritability"
Hypoglycemia," slurred speech,  fatigue,  blurred and distorted vision,  irritability"
Hypoglycemia," slurred speech,  fatigue,  blurred and distorted vision,  irritability"
Osteoarthristis," hip joint pain,  painful walking,  joint pain,  neck pain"
Osteoarthristis," hip joint pain,  painful walking,  joint pain,  neck pain"
Arthritis," painful walking,  swelling joints,  movement stiffness,  muscle weakness,  stiff neck"
Arthritis," painful walking,  swelling joints,  movement stiffness,  muscle weakness,  stiff neck"
(vertigo) Paroymsal  Positional Vertigo," spinning movements,  nausea,  loss of balance,  vomiting,  headache"
(vertigo) Paroymsal  Positional Vertigo," spinning movements,  nausea,  loss of balance,  vomiting,  headache"
Acne," skin rash,  pus filled pimples,  scurring,  blackheads"
Urinary tract infection," foul smell of urine,  bladder discomfort,  continuous feel of urine,  burning micturition"
Psoriasis," joint pain,  skin rash,  inflammatory nails,  small dents in nails,  silver like dusting,  skin peeling"
Psoriasis," joint pain,  skin rash,  inflammatory nails,  small dents in nails,  silver like dusting,  skin peeling"
Impetigo," skin rash,  blister,  high fever,  yellow crust ooze"
Impetigo," skin rash,  blister,  high fever,  yellow crust ooze"
Fungal infection," dischromic  patches,  skin rash, itching,  nodal skin eruptions"
Allergy," watering from eyes,  chills,  continuous sneezing,  shivering"
GERD," stomach pain,  acidity,  chest pain,  vomiting,  ulcers on tongue"
GERD," stomach pain,  acidity,  chest pain,  vomiting,  ulcers on tongue"
Chronic cholestasis," vomiting,  yellowing of eyes, itching,  nausea"
Chronic cholestasis," vomiting,  yellowing of eyes, itching,  nausea"
Drug Reaction,"itching,  burning micturition,  skin rash,  spotting  urination"
Drug Reaction,"itching,  burning micturition,  skin rash,  spotting  urination"
Peptic ulcer diseae," internal itching,  loss of appetite,  vomiting,  abdominal pain,  indigestion,  passage of gases"
Peptic ulcer diseae," internal itching,  loss of appetite,  vomiting,  abdominal pain,  indigestion,  passage of gases"
AIDS," muscle wasting,  patches in throat,  extra marital contacts,  high fever"
Diabetes ," increased appetite,  blurred and distorted vision,  excessive hunger,  lethargy,  fatigue,  restlessness,  polyuria"
Diabetes ," increased appetite,  blurred and distorted vision,  excessive hunger,  lethargy,  fatigue,  restlessness,  polyuria"
Diabetes ," increased appetite,  blurred and distorted vision,  excessive hunger,  lethargy,  fatigue,  restlessness,  polyuria"
Diabetes ," increased appetite,  blurred and distorted vision,  excessive hunger,  lethargy,  fatigue,  restlessness,  polyuria"
Gastroenteritis," sunken eyes,  diarrhoea,  dehydration,  vomiting"
Bronchial Asthma," family history,  high fever,  fatigue,  breathlessness,  mucoid sputum"
Bronchial Asthma," family history,  high fever,  fatigue,  breathlessness,  mucoid sputum"
Hypertension ," lack of concentration,  dizziness,  headache,  chest pain"
Hypertension ," lack of concentration,  dizziness,  headache,  chest pain"
Migraine," depression,  indigestion,  stiff neck,  visual disturbances"
Migraine," depression,  indigestion,  stiff neck,  visual disturbances"
Migraine," depression,  indigestion,  stiff neck,  visual disturbances"
Migraine," depression,  indigestion,  stiff neck,  visual disturbances"
Cervical spondylosis," weakness in limbs,  dizziness,  neck pain,  loss of balance,  back pain"
Cervical spondylosis," weakness in limbs,  dizziness,  neck pain,  loss of balance,  back pain"
Paralysis (brain hemorrhage)," weakness of one body side,  vomiting,  headache,  altered sensorium"
Jaundice," vomiting, itching,  fatigue,  dark urine,  high fever,  abdominal pain"
Jaundice," vomiting, itching,  fatigue,  dark urine,  high fever,  abdominal pain"
Malaria," muscle pain,  chills,  sweating,  headache,  vomiting,  high fever,  nausea"
Malaria," muscle pain,  chills,  sweating,  headache,  vomiting,  high fever,  nausea"
Chicken pox," malaise,  swelled lymph nodes, itching,  red spots over body,  loss of appetite,  high fever"
Chicken pox," malaise,  swelled lymph nodes, itching,  red spots over body,  loss of appetite,  high fever"
Chicken pox," malaise,  swelled lymph nodes, itching,  red spots over body,  loss of appetite,  high fever"
Chicken pox," malaise,  swelled lymph nodes, itching,  red spots over body,  loss of appetite,  high fever"
Dengue," chills,  headache,  back pain,  malaise,  nausea,  skin rash,  high fever"
Dengue," chills,  headache,  back pain,  malaise,  nausea,  skin rash,  high fever"
Dengue," chills,  headache,  back pain,  malaise,  nausea,  skin rash,  high fever"
Dengue," chills,  headache,  back pain,  malaise,  nausea,  skin rash,  high fever"
Typhoid," belly pain,  fatigue,  diarrhoea,  toxic look (typhos),  chills"
Typhoid," belly pain,  fatigue,  diarrhoea,  toxic look (typhos),  chills"
Typhoid," belly pain,  fatigue,  diarrhoea,  toxic look (typhos),  chills"
Typhoid," belly pain,  fatigue,  diarrhoea,  toxic look (typhos),  chills"
hepatitis A," muscle pain,  vomiting,  mild fever,  nausea,  yellowing of eyes,  joint pain"
hepatitis A," muscle pain,  vomiting,  mild fever,  nausea,  yellowing of eyes,  joint pain"
hepatitis A," muscle pain,  vomiting,  mild fever,  nausea,  yellowing of eyes,  joint pain"
hepatitis A," muscle pain,  vomiting,  mild fever,  nausea,  yellowing of eyes,  joint pain"
Hepatitis B," fatigue,  receiving unsterile injections,  receiving blood transfusion,  yellow urine,  yellowish skin,  loss of appetite"
Hepatitis B," fatigue,  receiving unsterile injections,  receiving blood transfusion,  yellow urine,  yellowish skin,  loss of appetite"
Hepatitis B," fatigue,  receiving unsterile injections,  receiving blood transfusion,  yellow urine,  yellowish skin,  loss of appetite"
Hepatitis B," fatigue,  receiving unsterile injections,  receiving blood transfusion,  yellow urine,  yellowish skin,  loss of appetite"
Hepatitis C," fatigue,  family history,  yellowing of eyes,  yellowish skin,  nausea,  loss of appetite"
Hepatitis C," fatigue,  family history,  yellowing of eyes,  yellowish skin,  nausea,  loss of appetite"
Hepatitis D," yellowish skin,  joint pain,  nausea,  dark urine,  loss of appetite,  vomiting"
Hepatitis D," yellowish skin,  joint pain,  nausea,  dark urine,  loss of appetite,  vomiting"
Hepatitis D," yellowish skin,  joint pain,  nausea,  dark urine,  loss of appetite,  vomiting"
Hepatitis D," yellowish skin,  joint pain,  nausea,  dark urine,  loss of appetite,  vomiting"
Hepatitis E," stomach bleeding,  abdominal pain,  coma,  fatigue,  yellowing of eyes,  nausea,  joint pain"
Hepatitis E," stomach bleeding,  abdominal pain,  coma,  fatigue,  yellowing of eyes,  nausea,  joint pain"
Hepatitis E," stomach bleeding,  abdominal pain,  coma,  fatigue,  yellowing of eyes,  nausea,  joint pain"
Hepatitis E," stomach bleeding,  abdominal pain,  coma,  fatigue,  yellowing of eyes,  nausea,  joint pain"
Alcoholic hepatitis," distention of abdomen,  vomiting,  yellowish skin,  abdominal pain,  swelling of stomach,  history of alcohol consumption"
Alcoholic hepatitis," distention of abdomen,  vomiting,  yellowish skin,  abdominal pain,  swelling of stomach,  history of alcohol consumption"
Tuberculosis," loss of appetite,  cough,  weight loss,  vomiting,  phlegm,  mild fever"
Tuberculosis," loss of appetite,  cough,  weight loss,  vomiting,  phlegm,  mild fever"
Tuberculosis," loss of appetite,  cough,  weight loss,  vomiting,  phlegm,  mild fever"
Tuberculosis," loss of appetite,  cough,  weight loss,  vomiting,  phlegm,  mild fever"
Tuberculosis," loss of appetite,  cough,  weight loss,  vomiting,  phlegm,  mild fever"
Common Cold," chest pain,  fatigue,  muscle pain,  headache"
Common Cold," chest pain,  fatigue,  muscle pain,  headache"
Common Cold," chest pain,  fatigue,  muscle pain,  headache"
Common Cold," chest pain,  fatigue,  muscle pain,  headache"
Common Cold," chest pain,  fatigue,  muscle pain,  headache"
Pneumonia," malaise,  phlegm,  sweating,  cough"
Pneumonia," malaise,  phlegm,  sweating,  cough"
Pneumonia," malaise,  phlegm,  sweating,  cough"
Pneumonia," malaise,  phlegm,  sweating,  cough"
Dimorphic hemmorhoids(piles)," constipation,  bloody stool,  pain in anal region,  irritation in anus"
Dimorphic hemmorhoids(piles)," constipation,  bloody stool,  pain in anal region,  irritation in anus"
Heart attack," sweating,  vomiting,  breathlessness,  chest pain"
Varicose veins," cramps,  bruising,  swollen blood vessels,  fatigue,  swollen legs,  prominent veins on calf"
Varicose veins," cramps,  bruising,  swollen blood vessels,  fatigue,  swollen legs,  prominent veins on calf"
Hypothyroidism," dizziness,  lethargy,  enlarged thyroid,  weight gain,  swollen extremeties"
Hypothyroidism," dizziness,  lethargy,  enlarged thyroid,  weight gain,  swollen extremeties"
Hypothyroidism," dizziness,  lethargy,  enlarged thyroid,  weight gain,  swollen extremeties"
Hypothyroidism," dizziness,  lethargy,  enlarged thyroid,  weight gain,  swollen extremeties"
Hyperthyroidism," restlessness,  diarrhoea,  muscle weakness,  fatigue"
Hyperthyroidism," restlessness,  diarrhoea,  muscle weakness,  fatigue"
Hyperthyroidism," restlessness,  diarrhoea,  muscle weakness,  fatigue"
Hyperthyroidism," restlessness,  diarrhoea,  muscle weakness,  fatigue"
Hypoglycemia," slurred speech,  blurred and distorted vision,  excessive hunger,  vomiting,  headache"
Hypoglycemia," slurred speech,  blurred and distorted vision,  excessive hunger,  vomiting,  headache"
Hypoglycemia," slurred speech,  blurred and distorted vision,  excessive hunger,  vomiting,  headache"
Hypoglycemia," slurred speech,  blurred and distorted vision,  excessive hunger,  vomiting,  headache"
Osteoarthristis," neck pain,  joint pain,  hip joint pain,  swelling joints,  knee pain,  painful walking"
Osteoarthristis," neck pain,  joint pain,  hip joint pain,  swelling joints,  knee pain,  painful walking"
Arthritis," painful walking,  swelling joints,  movement stiffness,  stiff neck,  muscle weakness"
Arthritis," painful walking,  swelling joints,  movement stiffness,  stiff neck,  muscle weakness"
(vertigo) Paroymsal  Positional Vertigo," vomiting,  spinning movements,  unsteadiness,  headache,  loss of balance,  nausea"
(vertigo) Paroymsal  Positional Vertigo," vomiting,  spinning movements,  unsteadiness,  headache,  loss of balance,  nausea"
Acne," blackheads,  skin rash,  scurring,  pus filled pimples"
Urinary tract infection," foul smell of urine,  bladder discomfort,  burning micturition,  continuous feel of urine"
Psoriasis," skin peeling,  small dents in nails,  silver like dusting,  inflammatory nails"
Psoriasis," skin peeling,  small dents in nails,  silver like dusting,  inflammatory nails"
Impetigo," blister,  red sore around nose,  yellow crust ooze,  skin rash,  high fever"
Impetigo," blister,  red sore around nose,  yellow crust ooze,  skin rash,  high fever"
Fungal infection," nodal skin eruptions,  dischromic  patches,  skin rash, itching"
Allergy," watering from eyes,  continuous sneezing,  shivering,  chills"
GERD," acidity,  cough,  ulcers on tongue,  chest pain,  vomiting"
GERD," acidity,  cough,  ulcers on tongue,  chest pain,  vomiting"
Chronic cholestasis," vomiting,  abdominal pain, itching,  yellowish skin"
Chronic cholestasis," vomiting,  abdominal pain, itching,  yellowish skin"
Drug Reaction," skin rash,  spotting  urination,  stomach pain, itching,  burning micturition"
Drug Reaction," skin rash,  spotting  urination,  stomach pain, itching,  burning micturition"
Peptic ulcer diseae," vomiting,  passage of gases,  abdominal pain,  loss of appetite,  internal itching,  indigestion"
Peptic ulcer diseae," vomiting,  passage of gases,  abdominal pain,  loss of appetite,  internal itching,  indigestion"
AIDS," extra marital contacts,  patches in throat,  high fever,  muscle wasting"
Diabetes ," excessive hunger,  increased appetite,  weight loss,  obesity,  polyuria"
Diabetes ," excessive hunger,  increased appetite,  weight loss,  obesity,  polyuria"
Diabetes ," excessive hunger,  increased appetite,  weight loss,  obesity,  polyuria"
Diabetes ," excessive hunger,  increased appetite,  weight loss,  obesity,  polyuria"
Gastroenteritis," sunken eyes,  diarrhoea,  vomiting,  dehydration"
Bronchial Asthma," fatigue,  family history,  mucoid sputum,  breathlessness,  high fever"
Bronchial Asthma," fatigue,  family history,  mucoid sputum,  breathlessness,  high fever"
Hypertension ," lack of concentration,  loss of balance,  dizziness,  chest pain,  headache"
Hypertension ," lack of concentration,  loss of balance,  dizziness,  chest pain,  headache"
Migraine," indigestion,  stiff neck,  depression,  excessive hunger"
Migraine," indigestion,  stiff neck,  depression,  excessive hunger"
Migraine," indigestion,  stiff neck,  depression,  excessive hunger"
Migraine," indigestion,  stiff neck,  depression,  excessive hunger"
Cervical spondylosis," dizziness,  loss of balance,  neck pain,  weakness in limbs,  back pain"
Cervical spondylosis," dizziness,  loss of balance,  neck pain,  weakness in limbs,  back pain"
Paralysis (brain hemorrhage)," vomiting,  altered sensorium,  headache,  weakness of one body side"
Jaundice,"itching,  vomiting,  fatigue,  abdominal pain,  yellowish skin"
Jaundice,"itching,  vomiting,  fatigue,  abdominal pain,  yellowish skin"
Malaria," headache,  high fever,  nausea,  chills,  muscle pain,  diarrhoea,  vomiting"
Malaria," headache,  high fever,  nausea,  chills,  muscle pain,  diarrhoea,  vomiting"
Chicken pox,"itching,  headache,  high fever,  swelled lymph nodes"
Chicken pox,"itching,  headache,  high fever,  swelled lymph nodes"
Chicken pox,"itching,  headache,  high fever,  swelled lymph nodes"
Chicken pox,"itching,  headache,  high fever,  swelled lymph nodes"
Dengue," muscle pain,  fatigue,  pain behind the eyes,  red spots over body,  joint pain"
Dengue," muscle pain,  fatigue,  pain behind the eyes,  red spots over body,  joint pain"
Dengue," muscle pain,  fatigue,  pain behind the eyes,  red spots over body,  joint pain"
Dengue," muscle pain,  fatigue,  pain behind the eyes,  red spots over body,  joint pain"
Typhoid," chills,  high fever,  fatigue,  constipation,  abdominal pain"
Typhoid," chills,  high fever,  fatigue,  constipation,  abdominal pain"
Typhoid," chills,  high fever,  fatigue,  constipation,  abdominal pain"
Typhoid," chills,  high fever,  fatigue,  constipation,  abdominal pain"
hepatitis A," muscle pain,  yellowing of eyes,  abdominal pain,  mild fever,  dark urine,  nausea"
hepatitis A," muscle pain,  yellowing of eyes,  abdominal pain,  mild fever,  dark urine,  nausea"
hepatitis A," muscle pain,  yellowing of eyes,  abdominal pain,  mild fever,  dark urine,  nausea"
hepatitis A," muscle pain,  yellowing of eyes,  abdominal pain,  mild fever,  dark urine,  nausea"
Hepatitis B," receiving blood transfusion,  loss of appetite,  yellow urine,  fatigue,  yellowing of eyes,  receiving unsterile injections"
Hepatitis B," receiving blood transfusion,  loss of appetite,  yellow urine,  fatigue,  yellowing of eyes,  receiving unsterile injections"
Hepatitis B," receiving blood transfusion,  loss of appetite,  yellow urine,  fatigue,  yellowing of eyes,  receiving unsterile injections"
Hepatitis B," receiving blood transfusion,  loss of appetite,  yellow urine,  fatigue,  yellowing of eyes,  receiving unsterile injections"
Hepatitis C," yellowing of eyes,  loss of appetite,  fatigue,  yellowish skin,  nausea,  family history"
Hepatitis C," yellowing of eyes,  loss of appetite,  fatigue,  yellowish skin,  nausea,  family history"
Hepatitis D," vomiting,  yellowing of eyes,  loss of appetite,  nausea,  dark urine"
Hepatitis D," vomiting,  yellowing of eyes,  loss of appetite,  nausea,  dark urine"
Hepatitis D," vomiting,  yellowing of eyes,  loss of appetite,  nausea,  dark urine"
Hepatitis D," vomiting,  yellowing of eyes,  loss of appetite,  nausea,  dark urine"
Hepatitis E," vomiting,  joint pain,  dark urine,  high fever"
Hepatitis E," vomiting,  joint pain,  dark urine,  high fever"
Hepatitis E," vomiting,  joint pain,  dark urine,  high fever"
Hepatitis E," vomiting,  joint pain,  dark urine,  high fever"
Alcoholic hepatitis," abdominal pain,  swelling of stomach,  fluid overload,  vomiting,  distention of abdomen,  yellowish skin"
Alcoholic hepatitis," abdominal pain,  swelling of stomach,  fluid overload,  vomiting,  distention of abdomen,  yellowish skin"
Tuberculosis," swelled lymph nodes,  sweating,  loss of appetite,  chest pain,  cough"
Tuberculosis," swelled lymph nodes,  sweating,  loss of appetite,  chest pain,  cough"
Tuberculosis," swelled lymph nodes,  sweating,  loss of appetite,  chest pain,  cough"
Tuberculosis," swelled lymph nodes,  sweating,  loss of appetite,  chest pain,  cough"
Tuberculosis," swelled lymph nodes,  sweating,  loss of appetite,  chest pain,  cough"
Common Cold," chills,  high fever,  continuous sneezing,  runny nose,  loss of smell,  throat irritation"
Common Cold," chills,  high fever,  continuous sneezing,  runny nose,  loss of smell,  throat irritation"
Common Cold," chills,  high fever,  continuous sneezing,  runny nose,  loss of smell,  throat irritation"
Common Cold," chills,  high fever,  continuous sneezing,  runny nose,  loss of smell,  throat irritation"
Common Cold," chills,  high fever,  continuous sneezing,  runny nose,  loss of smell,  throat irritation"
Pneumonia," cough,  chest pain,  malaise,  sweating,  fatigue,  chills,  rusty sputum"
Pneumonia," cough,  chest pain,  malaise,  sweating,  fatigue,  chills,  rusty sputum"
Pneumonia," cough,  chest pain,  malaise,  sweating,  fatigue,  chills,  rusty sputum"
Pneumonia," cough,  chest pain,  malaise,  sweating,  fatigue,  chills,  rusty sputum"
Dimorphic hemmorhoids(piles)," constipation,  bloody stool,  pain during bowel movements,  irritation in anus,  pain in anal region"
Dimorphic hemmorhoids(piles)," constipation,  bloody stool,  pain during bowel movements,  irritation in anus,  pain in anal region"
Heart attack," breathlessness,  chest pain,  vomiting,  sweating"
Varicose veins," cramps,  swollen legs,  swollen blood vessels,  bruising,  obesity,  fatigue,  prominent veins on calf"
Varicose veins," cramps,  swollen legs,  swollen blood vessels,  bruising,  obesity,  fatigue,  prominent veins on calf"
Hypothyroidism," abnormal menstruation,  dizziness,  cold hands and feets,  swollen extremeties,  fatigue,  mood swings"
Hypothyroidism," abnormal menstruation,  dizziness,  cold hands and feets,  swollen extremeties,  fatigue,  mood swings"
Hypothyroidism," abnormal menstruation,  dizziness,  cold hands and feets,  swollen extremeties,  fatigue,  mood swings"
Hypothyroidism," abnormal menstruation,  dizziness,  cold hands and feets,  swollen extremeties,  fatigue,  mood swings"
Hyperthyroidism," muscle weakness,  sweating,  mood swings,  diarrhoea,  abnormal menstruation"
Hyperthyroidism," muscle weakness,  sweating,  mood swings,  diarrhoea,  abnormal menstruation"
Hyperthyroidism," muscle weakness,  sweating,  mood swings,  diarrhoea,  abnormal menstruation"
Hyperthyroidism," muscle weakness,  sweating,  mood swings,  diarrhoea,  abnormal menstruation"
Hypoglycemia," drying and tingling lips,  sweating,  blurred and distorted vision,  headache,  nausea,  vomiting,  irritability"
Hypoglycemia," drying and tingling lips,  sweating,  blurred and distorted vision,  headache,  nausea,  vomiting,  irritability"
Hypoglycemia," drying and tingling lips,  sweating,  blurred and distorted vision,  headache,  nausea,  vomiting,  irritability"
Hypoglycemia," drying and tingling lips,  sweating,  blurred and distorted vision,  headache,  nausea,  vomiting,  irritability"
Osteoarthristis," joint pain,  hip joint pain,  painful walking,  knee pain,  swelling joints,  neck pain"
Osteoarthristis," joint pain,  hip joint pain,  painful walking,  knee pain,  swelling joints,  neck pain"
Arthritis," stiff neck,  movement stiffness,  painful walking,  muscle weakness,  swelling joints"
Arthritis," stiff neck,  movement stiffness,  painful walking,  muscle weakness,  swelling joints"
(vertigo) Paroymsal  Positional Vertigo," vomiting,  headache,  spinning movements,  nausea,  unsteadiness,  loss of balance"
(vertigo) Paroymsal  Positional Vertigo," vomiting,  headache,  spinning movements,  nausea,  unsteadiness,  loss of balance"
Acne," pus filled pimples,  scurring,  skin rash,  blackheads"
Urinary tract infection," foul smell of urine,  burning micturition,  continuous feel of urine,  bladder discomfort"
Psoriasis," small dents in nails,  joint pain,  skin rash,  skin peeling,  silver like dusting,  inflammatory nails"
Psoriasis," small dents in nails,  joint pain,  skin rash,  skin peeling,  silver like dusting,  inflammatory nails"
Impetigo," red sore around nose,  yellow crust ooze,  blister,  skin rash"
Impetigo," red sore around nose,  yellow crust ooze,  blister,  skin rash"
Fungal infection," nodal skin eruptions,  dischromic  patches, itching,  skin rash"
Allergy," shivering,  chills,  continuous sneezing,  watering from eyes"
GERD," acidity,  cough,  ulcers on tongue,  stomach pain"
GERD," acidity,  cough,  ulcers on tongue,  stomach pain"
Chronic cholestasis," nausea,  vomiting,  loss of appetite,  yellowing of eyes"
Chronic cholestasis," nausea,  vomiting,  loss of appetite,  yellowing of eyes"
Drug Reaction," spotting  urination,  stomach pain, itching,  burning micturition"
Drug Reaction," spotting  urination,  stomach pain, itching,  burning micturition"
Peptic ulcer diseae," internal itching,  abdominal pain,  vomiting,  indigestion,  loss of appetite,  passage of gases"
Peptic ulcer diseae," internal itching,  abdominal pain,  vomiting,  indigestion,  loss of appetite,  passage of gases"
AIDS," patches in throat,  high fever,  extra marital contacts,  muscle wasting"
Diabetes ," lethargy,  polyuria,  excessive hunger,  restlessness"
Diabetes ," lethargy,  polyuria,  excessive hunger,  restlessness"
Diabetes ," lethargy,  polyuria,  excessive hunger,  restlessness"
Diabetes ," lethargy,  polyuria,  excessive hunger,  restlessness"
Gastroenteritis," sunken eyes,  dehydration,  vomiting,  diarrhoea"
Bronchial Asthma," high fever,  family history,  fatigue,  breathlessness,  cough,  mucoid sputum"
Bronchial Asthma," high fever,  family history,  fatigue,  breathlessness,  cough,  mucoid sputum"
Hypertension ," lack of concentration,  loss of balance,  headache,  dizziness,  chest pain"
Hypertension ," lack of concentration,  loss of balance,  headache,  dizziness,  chest pain"
Migraine," irritability,  headache,  stiff neck,  visual disturbances"
Migraine," irritability,  headache,  stiff neck,  visual disturbances"
Migraine," irritability,  headache,  stiff neck,  visual disturbances"
Migraine," irritability,  headache,  stiff neck,  visual disturbances"
Cervical spondylosis," loss of balance,  back pain,  dizziness,  weakness in limbs,  neck pain"
Cervical spondylosis," loss of balance,  back pain,  dizziness,  weakness in limbs,  neck pain"
Paralysis (brain hemorrhage)," altered sensorium,  headache,  weakness of one body side,  vomiting"
Jaundice," weight loss, itching,  high fever,  dark urine,  fatigue"
Jaundice," weight loss, itching,  high fever,  dark urine,  fatigue"
Malaria," chills,  diarrhoea,  nausea,  high fever"
